External_Id__c,Campaign:External_Id__c,Contact:External_Id__c,Status,HasResponded,CreatedDate
CMM-000042,CAM-0005,CON-001461,Clicked,True,2025-02-21
CMM-000043,CAM-0006,CON-000257,Opened,False,2025-07-23
CMM-000044,CAM-0004,CON-000714,Clicked,True,2025-06-24
CMM-000045,CAM-0008,CON-000043,Responded,True,2025-07-23
CMM-000046,CAM-0007,CON-000137,Sent,False,2024-10-25
CMM-000047,CAM-0007,CON-000824,Clicked,True,2024-03-29
CMM-000048,CAM-0004,CON-000845,Opened,False,2024-01-23
CMM-000049,CAM-0005,CON-000369,Responded,True,2025-05-25
CMM-000050,CAM-0004,CON-001339,Opened,False,2025-03-14
CMM-000051,CAM-0001,CON-000459,Opened,False,2024-06-25
CMM-000052,CAM-0001,CON-000455,Opened,False,2025-07-14
CMM-000053,CAM-0008,CON-001239,Clicked,True,2024-10-07
CMM-000054,CAM-0004,CON-001319,Opened,False,2025-06-26
CMM-000055,CAM-0001,CON-001147,Responded,True,2024-06-15
CMM-000056,CAM-0003,CON-001024,Clicked,True,2025-04-16
CMM-000057,CAM-0005,CON-000765,Sent,False,2024-05-14
CMM-000058,CAM-0007,CON-000880,Clicked,True,2025-09-19
CMM-000059,CAM-0006,CON-001024,Clicked,True,2025-06-06
CMM-000060,CAM-0004,CON-000046,Sent,False,2024-06-18
CMM-000061,CAM-0007,CON-000875,Opened,False,2024-12-14
CMM-000062,CAM-0001,CON-000510,Opened,False,2025-06-25
CMM-000063,CAM-0008,CON-000819,Responded,True,2024-11-21
CMM-000064,CAM-0006,CON-000599,Responded,True,2025-06-08
CMM-000065,CAM-0003,CON-001430,Clicked,True,2024-09-26
CMM-000066,CAM-0002,CON-000539,Opened,False,2024-10-02
CMM-000067,CAM-0007,CON-000850,Opened,False,2025-10-02
CMM-000068,CAM-0008,CON-000609,Opened,False,2024-04-25
CMM-000069,CAM-0006,CON-000841,Opened,False,2024-12-12
CMM-000070,CAM-0008,CON-001222,Sent,False,2025-04-11
CMM-000071,CAM-0003,CON-001320,Clicked,True,2024-01-11
CMM-000072,CAM-0008,CON-000965,Responded,True,2025-03-16
CMM-000073,CAM-0008,CON-000915,Clicked,True,2025-02-17
CMM-000074,CAM-0003,CON-000597,Opened,False,2024-06-21
CMM-000075,CAM-0007,CON-000083,Opened,False,2025-04-23
CMM-000076,CAM-0007,CON-000860,Clicked,True,2025-07-26
CMM-000077,CAM-0006,CON-000801,Opened,False,2024-05-25
CMM-000078,CAM-0005,CON-000830,Registered,True,2025-10-10
CMM-000079,CAM-0004,CON-000342,Clicked,True,2024-05-02
CMM-000080,CAM-0002,CON-000252,Sent,False,2025-02-17
CMM-000081,CAM-0001,CON-000881,Responded,True,2024-08-19
CMM-000082,CAM-0008,CON-000335,Responded,True,2024-11-16
CMM-000083,CAM-0008,CON-000397,Opened,False,2024-03-14
CMM-000084,CAM-0007,CON-000335,Opened,False,2025-09-07
CMM-000085,CAM-0005,CON-001352,Responded,True,2025-02-26
CMM-000086,CAM-0003,CON-000041,Sent,False,2024-11-17
CMM-000087,CAM-0008,CON-000395,Opened,False,2024-04-13
CMM-000088,CAM-0002,CON-000144,Responded,True,2024-08-15
CMM-000089,CAM-0004,CON-000495,Sent,False,2024-01-06
CMM-000090,CAM-0005,CON-001037,Opened,False,2025-07-08
CMM-000091,CAM-0001,CON-000450,Opened,False,2024-08-16
CMM-000092,CAM-0003,CON-000432,Opened,False,2024-01-30
CMM-000093,CAM-0002,CON-000109,Responded,True,2024-08-04
CMM-000094,CAM-0006,CON-000484,Opened,False,2025-10-06
CMM-000095,CAM-0007,CON-000642,Opened,False,2025-04-03
CMM-000096,CAM-0006,CON-000053,Clicked,True,2025-03-10
CMM-000097,CAM-0005,CON-000354,Sent,False,2025-09-01
CMM-000098,CAM-0007,CON-001209,Responded,True,2024-10-22
CMM-000099,CAM-0002,CON-000393,Opened,False,2024-04-18
CMM-000100,CAM-0008,CON-000125,Sent,False,2024-12-10
CMM-000101,CAM-0007,CON-000588,Sent,False,2025-04-17
CMM-000102,CAM-0005,CON-001017,Opened,False,2024-01-19
CMM-000103,CAM-0004,CON-001492,Sent,False,2024-03-24
CMM-000104,CAM-0008,CON-000443,Responded,True,2025-09-15
CMM-000105,CAM-0008,CON-000385,Sent,False,2024-10-30
CMM-000106,CAM-0008,CON-000016,Opened,False,2024-08-15
CMM-000107,CAM-0002,CON-000829,Responded,True,2025-03-23
CMM-000108,CAM-0005,CON-000092,Clicked,True,2025-02-18
CMM-000109,CAM-0004,CON-000793,Opened,False,2024-10-30
CMM-000110,CAM-0005,CON-000910,Sent,False,2024-11-16
CMM-000111,CAM-0001,CON-000217,Responded,True,2024-03-23
CMM-000112,CAM-0007,CON-001255,Responded,True,2024-02-04
CMM-000113,CAM-0001,CON-000479,Clicked,True,2025-02-25
CMM-000114,CAM-0008,CON-001131,Sent,False,2024-09-14
CMM-000115,CAM-0007,CON-000684,Sent,False,2025-02-12
CMM-000116,CAM-0002,CON-000249,Sent,False,2024-11-07
CMM-000117,CAM-0003,CON-000051,Responded,True,2025-02-22
CMM-000118,CAM-0006,CON-000416,Clicked,True,2024-04-30
CMM-000119,CAM-0008,CON-000853,Opened,False,2025-01-16
CMM-000120,CAM-0003,CON-001155,Opened,False,2024-10-03
CMM-000121,CAM-0002,CON-000353,Responded,True,2024-07-15
CMM-000122,CAM-0005,CON-000691,Clicked,True,2025-08-06
CMM-000123,CAM-0005,CON-000295,Responded,True,2024-03-06
CMM-000124,CAM-0007,CON-000273,Clicked,True,2025-02-20
CMM-000125,CAM-0007,CON-000181,Opened,False,2024-04-11
CMM-000126,CAM-0008,CON-000453,Sent,False,2024-10-15
CMM-000127,CAM-0008,CON-000194,Clicked,True,2025-09-20
CMM-000128,CAM-0004,CON-000310,Responded,True,2025-08-24
CMM-000129,CAM-0005,CON-001499,Responded,True,2024-06-29
CMM-000130,CAM-0002,CON-000355,Sent,False,2025-01-05
CMM-000131,CAM-0005,CON-001325,Responded,True,2025-07-26
CMM-000132,CAM-0008,CON-000462,Registered,True,2024-07-20
CMM-000133,CAM-0005,CON-000291,Clicked,True,2024-11-16
CMM-000134,CAM-0005,CON-000301,Sent,False,2024-10-23
CMM-000135,CAM-0005,CON-000977,Sent,False,2025-03-22
CMM-000136,CAM-0007,CON-001311,Opened,False,2024-02-13
CMM-000137,CAM-0006,CON-000026,Clicked,True,2024-10-12
CMM-000138,CAM-0006,CON-001032,Responded,True,2025-02-17
CMM-000139,CAM-0002,CON-001153,Clicked,True,2024-07-04
CMM-000140,CAM-0006,CON-000630,Clicked,True,2024-08-07
CMM-000141,CAM-0008,CON-001241,Opened,False,2024-01-08
CMM-000142,CAM-0003,CON-001159,Sent,False,2025-01-01
CMM-000143,CAM-0001,CON-000784,Responded,True,2025-07-15
CMM-000144,CAM-0008,CON-000028,Responded,True,2025-04-23
CMM-000145,CAM-0003,CON-000998,Registered,True,2025-05-15
CMM-000146,CAM-0004,CON-000250,Responded,True,2024-01-11
CMM-000147,CAM-0007,CON-001428,Clicked,True,2025-04-06
CMM-000148,CAM-0004,CON-001201,Clicked,True,2024-08-13
CMM-000149,CAM-0006,CON-000090,Clicked,True,2025-06-26
CMM-000150,CAM-0006,CON-001212,Clicked,True,2025-02-28
CMM-000151,CAM-0005,CON-000479,Responded,True,2024-01-02
CMM-000152,CAM-0007,CON-000493,Responded,True,2024-11-08
CMM-000153,CAM-0008,CON-001181,Responded,True,2024-07-22
CMM-000154,CAM-0003,CON-000027,Clicked,True,2024-07-08
CMM-000155,CAM-0002,CON-000171,Opened,False,2024-06-05
CMM-000156,CAM-0006,CON-000225,Clicked,True,2025-05-08
CMM-000157,CAM-0007,CON-000774,Opened,False,2025-09-14
CMM-000158,CAM-0006,CON-000804,Sent,False,2024-01-13
CMM-000159,CAM-0003,CON-000794,Registered,True,2024-10-03
CMM-000160,CAM-0006,CON-001334,Sent,False,2024-12-26
CMM-000161,CAM-0001,CON-001323,Sent,False,2024-11-25
CMM-000162,CAM-0001,CON-000311,Opened,False,2025-07-08
CMM-000163,CAM-0008,CON-000688,Opened,False,2024-03-01
CMM-000164,CAM-0004,CON-001098,Responded,True,2025-06-22
CMM-000165,CAM-0008,CON-000052,Clicked,True,2025-08-31
CMM-000166,CAM-0003,CON-000643,Clicked,True,2024-07-03
CMM-000167,CAM-0003,CON-001005,Responded,True,2025-05-05
CMM-000168,CAM-0003,CON-001158,Opened,False,2025-06-12
CMM-000169,CAM-0007,CON-001422,Opened,False,2024-10-05
CMM-000170,CAM-0004,CON-001338,Responded,True,2025-07-30
CMM-000171,CAM-0006,CON-000756,Opened,False,2024-05-08
CMM-000172,CAM-0008,CON-001268,Responded,True,2024-04-30
CMM-000173,CAM-0002,CON-000079,Sent,False,2024-02-26
CMM-000174,CAM-0001,CON-000449,Clicked,True,2025-10-05
CMM-000175,CAM-0004,CON-000499,Responded,True,2025-05-18
CMM-000176,CAM-0008,CON-001057,Sent,False,2025-08-18
CMM-000177,CAM-0008,CON-000169,Responded,True,2024-10-22
CMM-000178,CAM-0005,CON-000037,Sent,False,2024-11-02
CMM-000179,CAM-0004,CON-000632,Responded,True,2025-04-12
CMM-000180,CAM-0004,CON-000165,Sent,False,2024-08-27
CMM-000181,CAM-0006,CON-000348,Sent,False,2024-07-23
CMM-000182,CAM-0001,CON-000392,Opened,False,2024-06-28
CMM-000183,CAM-0004,CON-000911,Responded,True,2025-01-26
CMM-000184,CAM-0004,CON-000477,Responded,True,2024-02-15
CMM-000185,CAM-0006,CON-001292,Responded,True,2025-05-19
CMM-000186,CAM-0005,CON-000391,Opened,False,2025-08-09
CMM-000187,CAM-0006,CON-001016,Opened,False,2024-02-02
CMM-000188,CAM-0002,CON-000725,Sent,False,2025-05-18
CMM-000189,CAM-0002,CON-000601,Sent,False,2024-06-19
CMM-000190,CAM-0008,CON-001223,Opened,False,2024-02-06
CMM-000191,CAM-0002,CON-000210,Opened,False,2024-12-24
CMM-000192,CAM-0008,CON-000090,Sent,False,2024-01-09
CMM-000193,CAM-0002,CON-001175,Responded,True,2025-03-12
CMM-000194,CAM-0008,CON-001084,Responded,True,2025-03-09
CMM-000195,CAM-0005,CON-000409,Opened,False,2025-07-16
CMM-000196,CAM-0004,CON-000283,Sent,False,2024-02-12
CMM-000197,CAM-0008,CON-001248,Responded,True,2025-08-05
CMM-000198,CAM-0006,CON-001267,Responded,True,2024-12-14
CMM-000199,CAM-0007,CON-001419,Responded,True,2024-02-15
CMM-000200,CAM-0007,CON-001204,Registered,True,2025-01-19
CMM-000201,CAM-0007,CON-000706,Clicked,True,2024-03-06
CMM-000202,CAM-0001,CON-000769,Responded,True,2025-08-29
CMM-000203,CAM-0008,CON-000142,Responded,True,2025-10-06
CMM-000204,CAM-0004,CON-000350,Opened,False,2025-09-04
CMM-000205,CAM-0008,CON-000412,Sent,False,2025-08-13
CMM-000206,CAM-0001,CON-000808,Sent,False,2025-05-04
CMM-000207,CAM-0005,CON-000416,Clicked,True,2025-03-14
CMM-000208,CAM-0005,CON-001299,Opened,False,2024-10-28
CMM-000209,CAM-0006,CON-001253,Clicked,True,2024-04-13
CMM-000210,CAM-0003,CON-000399,Clicked,True,2025-04-30
CMM-000211,CAM-0006,CON-000557,Opened,False,2024-06-16
CMM-000212,CAM-0007,CON-000831,Opened,False,2025-06-24
CMM-000213,CAM-0008,CON-001442,Responded,True,2024-06-12
CMM-000214,CAM-0007,CON-001261,Clicked,True,2024-07-15
CMM-000215,CAM-0004,CON-000189,Opened,False,2025-06-16
CMM-000216,CAM-0003,CON-001359,Sent,False,2024-09-23
CMM-000217,CAM-0005,CON-001095,Opened,False,2024-11-24
CMM-000218,CAM-0006,CON-000577,Clicked,True,2024-04-23
CMM-000219,CAM-0008,CON-000694,Opened,False,2024-09-05
CMM-000220,CAM-0005,CON-000545,Opened,False,2025-01-18
CMM-000221,CAM-0004,CON-001121,Sent,False,2024-10-19
CMM-000222,CAM-0004,CON-001000,Opened,False,2024-05-25
CMM-000223,CAM-0008,CON-001009,Sent,False,2025-06-12
CMM-000224,CAM-0006,CON-000670,Sent,False,2024-05-21
CMM-000225,CAM-0005,CON-001017,Responded,True,2025-05-25
CMM-000226,CAM-0007,CON-000897,Responded,True,2024-02-07
CMM-000227,CAM-0001,CON-001324,Opened,False,2024-10-23
CMM-000228,CAM-0007,CON-001424,Responded,True,2024-02-12
CMM-000229,CAM-0005,CON-000859,Responded,True,2024-11-21
CMM-000230,CAM-0008,CON-000241,Opened,False,2024-07-06
CMM-000231,CAM-0004,CON-000289,Clicked,True,2024-05-24
CMM-000232,CAM-0001,CON-000579,Clicked,True,2024-12-05
CMM-000233,CAM-0007,CON-000360,Sent,False,2025-01-28
CMM-000234,CAM-0004,CON-000892,Clicked,True,2024-07-14
CMM-000235,CAM-0007,CON-001405,Clicked,True,2024-03-04
CMM-000236,CAM-0002,CON-001115,Responded,True,2024-11-02
CMM-000237,CAM-0001,CON-000930,Sent,False,2024-07-12
CMM-000238,CAM-0001,CON-000128,Sent,False,2024-03-15
CMM-000239,CAM-0008,CON-000148,Registered,True,2025-01-27
CMM-000240,CAM-0005,CON-001114,Sent,False,2024-06-27
CMM-000241,CAM-0007,CON-000977,Responded,True,2025-05-10
CMM-000242,CAM-0001,CON-000127,Responded,True,2025-03-21
CMM-000243,CAM-0007,CON-001463,Opened,False,2024-01-15
CMM-000244,CAM-0002,CON-000051,Responded,True,2025-04-30
CMM-000245,CAM-0008,CON-001250,Opened,False,2024-03-21
CMM-000246,CAM-0008,CON-001464,Responded,True,2024-05-21
CMM-000247,CAM-0001,CON-001005,Sent,False,2025-10-06
CMM-000248,CAM-0007,CON-000715,Responded,True,2024-08-13
CMM-000249,CAM-0005,CON-001084,Opened,False,2024-12-15
CMM-000250,CAM-0005,CON-000483,Opened,False,2024-07-18
CMM-000251,CAM-0002,CON-000179,Clicked,True,2024-09-26
CMM-000252,CAM-0007,CON-000761,Clicked,True,2025-07-28
CMM-000253,CAM-0008,CON-000234,Clicked,True,2025-02-08
CMM-000254,CAM-0004,CON-000139,Responded,True,2024-08-14
CMM-000255,CAM-0007,CON-000091,Opened,False,2024-02-05
CMM-000256,CAM-0007,CON-000236,Responded,True,2025-05-15
CMM-000257,CAM-0004,CON-000694,Registered,True,2024-12-31
CMM-000258,CAM-0008,CON-000687,Responded,True,2024-06-19
CMM-000259,CAM-0004,CON-000639,Sent,False,2025-05-30
CMM-000260,CAM-0008,CON-000297,Sent,False,2024-05-21
CMM-000261,CAM-0004,CON-000214,Clicked,True,2024-08-14
CMM-000262,CAM-0004,CON-001129,Clicked,True,2024-08-17
CMM-000263,CAM-0005,CON-000004,Sent,False,2024-04-23
CMM-000264,CAM-0002,CON-000826,Sent,False,2024-12-01
CMM-000265,CAM-0002,CON-001410,Sent,False,2024-03-11
CMM-000266,CAM-0003,CON-000322,Opened,False,2024-09-02
CMM-000267,CAM-0008,CON-001022,Sent,False,2025-08-20
CMM-000268,CAM-0008,CON-001395,Opened,False,2024-01-04
CMM-000269,CAM-0008,CON-000511,Opened,False,2025-05-13
CMM-000270,CAM-0002,CON-000594,Opened,False,2024-03-24
CMM-000271,CAM-0001,CON-000619,Opened,False,2024-11-06
CMM-000272,CAM-0007,CON-000023,Sent,False,2024-01-31
CMM-000273,CAM-0003,CON-000521,Opened,False,2024-11-08
CMM-000274,CAM-0005,CON-000931,Responded,True,2024-01-19
CMM-000275,CAM-0002,CON-001179,Responded,True,2025-02-05
CMM-000276,CAM-0007,CON-001127,Responded,True,2025-01-10
CMM-000277,CAM-0004,CON-000789,Opened,False,2024-02-17
CMM-000278,CAM-0002,CON-001085,Responded,True,2024-11-05
CMM-000279,CAM-0001,CON-000263,Opened,False,2025-03-24
CMM-000280,CAM-0002,CON-001131,Clicked,True,2024-02-24
CMM-000281,CAM-0008,CON-000643,Sent,False,2025-03-30
CMM-000282,CAM-0004,CON-001238,Opened,False,2024-03-28
CMM-000283,CAM-0005,CON-000695,Sent,False,2025-10-04
CMM-000284,CAM-0006,CON-000180,Responded,True,2024-02-16
CMM-000285,CAM-0005,CON-001350,Responded,True,2024-04-28
CMM-000286,CAM-0005,CON-001170,Clicked,True,2025-07-15
CMM-000287,CAM-0005,CON-000314,Sent,False,2025-03-23
CMM-000288,CAM-0001,CON-000894,Opened,False,2024-01-16
CMM-000289,CAM-0001,CON-000796,Responded,True,2025-07-26
CMM-000290,CAM-0002,CON-001269,Clicked,True,2024-02-14
CMM-000291,CAM-0008,CON-000106,Sent,False,2024-11-02
CMM-000292,CAM-0007,CON-001210,Responded,True,2024-05-24
CMM-000293,CAM-0008,CON-000815,Sent,False,2025-04-29
CMM-000294,CAM-0006,CON-000548,Responded,True,2025-07-05
CMM-000295,CAM-0001,CON-000700,Opened,False,2025-05-12
CMM-000296,CAM-0007,CON-000743,Opened,False,2025-01-11
CMM-000297,CAM-0008,CON-001027,Clicked,True,2024-04-28
CMM-000298,CAM-0004,CON-000677,Clicked,True,2025-01-31
CMM-000299,CAM-0003,CON-001027,Opened,False,2025-02-19
CMM-000300,CAM-0001,CON-001179,Sent,False,2025-08-31
CMM-000301,CAM-0001,CON-001320,Sent,False,2025-01-22
CMM-000302,CAM-0004,CON-001185,Clicked,True,2024-04-30
CMM-000303,CAM-0003,CON-001302,Responded,True,2025-09-13
CMM-000304,CAM-0002,CON-000247,Clicked,True,2025-04-05
CMM-000305,CAM-0005,CON-001462,Sent,False,2024-09-24
CMM-000306,CAM-0001,CON-000257,Clicked,True,2025-02-27
CMM-000307,CAM-0002,CON-000397,Registered,True,2025-09-18
CMM-000308,CAM-0004,CON-000375,Clicked,True,2024-06-19
CMM-000309,CAM-0006,CON-001070,Opened,False,2024-12-24
CMM-000310,CAM-0005,CON-001125,Registered,True,2025-08-03
CMM-000311,CAM-0001,CON-000852,Clicked,True,2025-01-23
CMM-000312,CAM-0005,CON-000315,Clicked,True,2025-09-15
CMM-000313,CAM-0004,CON-001485,Clicked,True,2025-09-02
CMM-000314,CAM-0001,CON-000903,Opened,False,2024-09-10
CMM-000315,CAM-0003,CON-000313,Clicked,True,2025-01-03
CMM-000316,CAM-0001,CON-001450,Responded,True,2025-08-08
CMM-000317,CAM-0002,CON-001165,Clicked,True,2025-02-04
CMM-000318,CAM-0007,CON-000940,Responded,True,2025-03-30
CMM-000319,CAM-0005,CON-001361,Sent,False,2025-01-16
CMM-000320,CAM-0007,CON-000994,Opened,False,2024-11-27
CMM-000321,CAM-0006,CON-000882,Sent,False,2025-02-20
CMM-000322,CAM-0005,CON-001164,Opened,False,2024-10-16
CMM-000323,CAM-0005,CON-000130,Responded,True,2024-09-03
CMM-000324,CAM-0002,CON-000065,Clicked,True,2024-11-03
CMM-000325,CAM-0001,CON-000624,Opened,False,2024-05-25
CMM-000326,CAM-0006,CON-001237,Sent,False,2024-01-27
CMM-000327,CAM-0005,CON-001412,Opened,False,2024-08-08
CMM-000328,CAM-0003,CON-001204,Opened,False,2024-05-21
CMM-000329,CAM-0003,CON-000798,Responded,True,2025-06-03
CMM-000330,CAM-0008,CON-001024,Sent,False,2024-06-25
CMM-000331,CAM-0007,CON-001208,Opened,False,2024-04-05
CMM-000332,CAM-0004,CON-000112,Sent,False,2025-03-30
CMM-000333,CAM-0003,CON-000871,Opened,False,2025-04-05
CMM-000334,CAM-0008,CON-000961,Registered,True,2024-04-17
CMM-000335,CAM-0006,CON-000314,Responded,True,2025-10-11
CMM-000336,CAM-0006,CON-000025,Sent,False,2024-09-29
CMM-000337,CAM-0007,CON-001247,Responded,True,2024-11-20
CMM-000338,CAM-0002,CON-000503,Responded,True,2025-10-02
CMM-000339,CAM-0005,CON-000188,Sent,False,2024-01-12
CMM-000340,CAM-0008,CON-000384,Opened,False,2024-05-30
CMM-000341,CAM-0002,CON-000073,Sent,False,2025-06-08
CMM-000342,CAM-0001,CON-000575,Responded,True,2025-09-24
CMM-000343,CAM-0001,CON-000759,Opened,False,2025-02-19
CMM-000344,CAM-0002,CON-000491,Clicked,True,2025-03-20
CMM-000345,CAM-0008,CON-001289,Sent,False,2025-01-09
CMM-000346,CAM-0005,CON-001048,Registered,True,2025-02-21
CMM-000347,CAM-0006,CON-000077,Sent,False,2024-06-05
CMM-000348,CAM-0001,CON-000261,Responded,True,2025-05-27
CMM-000349,CAM-0001,CON-000239,Clicked,True,2024-05-19
CMM-000350,CAM-0001,CON-000308,Sent,False,2024-12-06
CMM-000351,CAM-0007,CON-000884,Sent,False,2025-03-19
CMM-000352,CAM-0006,CON-001468,Responded,True,2024-04-13
CMM-000353,CAM-0008,CON-000745,Clicked,True,2025-07-12
CMM-000354,CAM-0001,CON-000386,Opened,False,2025-03-03
CMM-000355,CAM-0002,CON-001402,Sent,False,2024-06-26
CMM-000356,CAM-0003,CON-000808,Registered,True,2024-08-25
CMM-000357,CAM-0008,CON-000738,Sent,False,2024-01-23
CMM-000358,CAM-0006,CON-000877,Responded,True,2024-04-11
CMM-000359,CAM-0002,CON-000156,Opened,False,2025-01-27
CMM-000360,CAM-0005,CON-000416,Opened,False,2024-07-31
CMM-000361,CAM-0006,CON-000693,Clicked,True,2024-11-08
CMM-000362,CAM-0008,CON-001235,Clicked,True,2025-08-24
CMM-000363,CAM-0005,CON-001209,Opened,False,2025-08-07
CMM-000364,CAM-0006,CON-000555,Opened,False,2024-04-03
CMM-000365,CAM-0008,CON-000347,Sent,False,2024-05-25
CMM-000366,CAM-0006,CON-000770,Opened,False,2025-03-29
CMM-000367,CAM-0004,CON-000582,Clicked,True,2024-02-22
CMM-000368,CAM-0006,CON-000703,Sent,False,2024-08-31
CMM-000369,CAM-0003,CON-000783,Clicked,True,2024-08-03
CMM-000370,CAM-0005,CON-001128,Responded,True,2025-07-25
CMM-000371,CAM-0005,CON-000479,Clicked,True,2024-02-13
CMM-000372,CAM-0002,CON-001315,Opened,False,2024-09-20
CMM-000373,CAM-0008,CON-000164,Responded,True,2024-09-24
CMM-000374,CAM-0002,CON-000613,Opened,False,2024-03-08
CMM-000375,CAM-0003,CON-001472,Clicked,True,2025-08-09
CMM-000376,CAM-0007,CON-000659,Responded,True,2024-09-21
CMM-000377,CAM-0007,CON-000318,Responded,True,2025-06-22
CMM-000378,CAM-0008,CON-001265,Responded,True,2024-05-17
CMM-000379,CAM-0001,CON-001468,Sent,False,2024-07-05
CMM-000380,CAM-0002,CON-001094,Sent,False,2025-07-29
CMM-000381,CAM-0006,CON-000505,Sent,False,2025-04-15
CMM-000382,CAM-0007,CON-000087,Clicked,True,2025-03-25
CMM-000383,CAM-0001,CON-000085,Clicked,True,2025-08-02
CMM-000384,CAM-0006,CON-000652,Responded,True,2025-02-13
CMM-000385,CAM-0008,CON-001236,Clicked,True,2025-02-18
CMM-000386,CAM-0006,CON-001380,Responded,True,2025-07-07
CMM-000387,CAM-0001,CON-000957,Responded,True,2025-07-14
CMM-000388,CAM-0006,CON-000538,Responded,True,2025-05-15
CMM-000389,CAM-0007,CON-000915,Opened,False,2024-12-05
CMM-000390,CAM-0002,CON-001304,Clicked,True,2025-02-06
CMM-000391,CAM-0002,CON-000928,Opened,False,2025-08-05
CMM-000392,CAM-0006,CON-000036,Opened,False,2024-02-15
CMM-000393,CAM-0006,CON-000975,Clicked,True,2025-05-02
CMM-000394,CAM-0006,CON-001166,Opened,False,2024-02-07
CMM-000395,CAM-0002,CON-000694,Opened,False,2024-10-21
CMM-000396,CAM-0005,CON-000706,Sent,False,2024-06-15
CMM-000397,CAM-0003,CON-000407,Sent,False,2024-02-03
CMM-000398,CAM-0002,CON-001302,Opened,False,2024-01-19
CMM-000399,CAM-0007,CON-000418,Clicked,True,2024-04-21
CMM-000400,CAM-0001,CON-000884,Responded,True,2025-02-21
CMM-000401,CAM-0005,CON-001343,Responded,True,2025-08-03
CMM-000402,CAM-0004,CON-000986,Opened,False,2025-10-01
CMM-000403,CAM-0005,CON-000865,Responded,True,2025-08-15
CMM-000404,CAM-0007,CON-001017,Registered,True,2024-06-01
CMM-000405,CAM-0005,CON-000624,Responded,True,2025-05-19
CMM-000406,CAM-0005,CON-000897,Sent,False,2025-04-15
CMM-000407,CAM-0002,CON-001273,Opened,False,2024-10-18
CMM-000408,CAM-0001,CON-000948,Opened,False,2024-06-20
CMM-000409,CAM-0002,CON-000337,Opened,False,2024-08-25
CMM-000410,CAM-0008,CON-001318,Responded,True,2025-05-06
CMM-000411,CAM-0006,CON-000799,Sent,False,2024-03-23
CMM-000412,CAM-0004,CON-000076,Opened,False,2025-09-22
CMM-000413,CAM-0005,CON-000104,Registered,True,2024-05-17
CMM-000414,CAM-0006,CON-000234,Sent,False,2025-09-07
CMM-000415,CAM-0008,CON-001305,Responded,True,2024-06-02
CMM-000416,CAM-0007,CON-001072,Registered,True,2024-08-20
CMM-000417,CAM-0002,CON-000893,Registered,True,2024-10-29
CMM-000418,CAM-0007,CON-001082,Responded,True,2024-04-07
